"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
17905449780200590,17841467003410365,3m.lounge,"3M Lounge","🙏 Nous informons nos chers clients que nous sommes complets pour ce soir.
Merci infiniment pour votre confiance et votre fidélité ❤️
On vous attend très bientôt au 3M Lounge pour d'autres moments conviviaux.
☎️ Réservations : 20133482",0,"03/07/2026 13:00",https://www.instagram.com/reel/DVmPZbTDEn-/,"IG reel",,Lifetime,306,150,7,8,2,0,1
17905447929200708,17841467003410365,3m.lounge,"3M Lounge","⁨	🌙 رمضان ما يكملش كان مع من تحبهم! 🤍
وأحلى لقاء عائلي.. فيه جو، بنّة، وذكرى تبقى. ✨
مرحبا بيكم الناس الكل 🍽️👨‍👩‍👧‍👦
📍 3M Lounge – Denden, Manouba
#Launch #3M_Lounge #FamilyIftar #RamadanVibes #Romdhan2026 #Denden #Manouba #TunisianVibes #لقاء_عايلي #رمضان #دندان #بنّة #SahriyaRamadan⁩",21,"03/06/2026 10:02",https://www.instagram.com/reel/DVjWRZkCFXX/,"IG reel",,Lifetime,3622,6944,9,0,1,0,0
18067924406283326,17841467003410365,3m.lounge,"3M Lounge","💚🥞 الفستق مش زينة.. الفستق بنّة! 😍
موش كل الكريب يستاهل الكلام.. هذا واحد من اللي يستاهلو. ✨
التصويرة تحكي وحدها.. والذواقة يفهموا. 👀🤫
📍 3M Lounge – Denden, Manouba
#Crepe #CrepePistachio #Pistache #BennaLuxe #3M_Lounge #Denden #Manouba #TunisianFoodies #كريب #فستق #بنّة #دندان #Romdhan2026 #SurLaMouche",0,"03/06/2026 07:40",https://www.instagram.com/p/DVjGB0cEuA-/,"IG image",,Lifetime,130,63,3,0,0,0,0
18059841299381080,17841467003410365,3m.lounge,"3M Lounge","🌙 سهرة ""لَمّة الأحباب"" في 3M Lounge 🌙
قعدة بنينة بين الأصحاب و العائلة
و أجواء طربية مميزة 🎶
🎤 مع الفنان نبيل محمد
📅 الجمعة و السبت
🕗 بداية من الساعة 20:00
✨ الدخول مجاني
📍 3M Lounge – Den Den
📞 للحجز و الاستفسار: 20133482
مرحبا بالناس الكل لقعدة رمضانية مزيانة و سهرة ما تتفوتش 🤩
#3MLounge
#لمة_الأحباب
#سهرات_رمضان
#قعدة_تونسية
#tunisia_Night",0,"03/05/2026 14:01",https://www.instagram.com/p/DVhM0-tjAvV/,"IG image",,Lifetime,149,64,0,0,0,0,0
18014685677827125,17841467003410365,3m.lounge,"3M Lounge","🌙🍲 شقان الفطر في 3M Lounge.. بنّة تونسية على أصولها! 😍

منيو نهار الجمعة والسبت حاضر كل ما تشتهي العين. 🍗🥗
وما نسيناش الطلبة.. دلّلناكم بسوم سبيسيال (20dt برك)! 🎓🔥

الريزرفاسيون لازمة (📞 20.133.482).. والذواقة يعرفوا الثنية. 🤫👀

📍 3M Lounge – Denden, Manouba

#Iftar #MenuIftar #Romdhan2026 #BennaLuxe #3M_Lounge Denden Manouba TunisianFoodies شقان_الفطر رمضان بنّة دندان",0,"03/05/2026 10:14",https://www.instagram.com/p/DVgy3ISjGEi/,"IG carousel",,Lifetime,261,75,2,0,0,0,0
18006068348697037,17841467003410365,3m.lounge,"3M Lounge","⁨	⁨	🥞✨ كريب؟ عندنا كل الأنواع وكل البنّة
كل النكهات، كل البنّة، وكل مرّة تجربة جديدة. 🍓🍫🧀
واللي جرّب، يعرف على شنو نحكيو. 🤫👀
📍 3M Lounge – Denden, Manouba
#Crepe #CrepeLover #AllFlavors #BennaLuxe #3M_Lounge #Denden #Manouba #TunisianFoodies #كريب #بنّة #دندان #رمضان #Romdhan2026 #SurLaMouche⁩⁩",39,"03/03/2026 10:01",https://www.instagram.com/reel/DVbnxsGD0tc/,"IG reel",,Lifetime,439,301,9,1,0,0,0
17955958934931530,17841467003410365,3m.lounge,"3M Lounge","🧀✨ السرّ الكل في البنّة! 😍

هذي موش أي كونافة..
هذي حاجة Luxe وعلى أصولها. 🍯
مخدومة بفنّ وبقلب، باش تعطيك الطعم الأصلي اللي يخليك ترجعلو ديما. 🔥

واللي جرّب، يعرف على شنو نحكيو. 🤫👀

#Kunefe #Kounefa #OriginalTaste #BennaLuxe #KunefeLovers #3M_Lounge #Denden #Manouba #TunisianFoodies #SurLaMouche #كونافة #بنة_تونسية #على_أصولها #رمضان #Romdhan2026",0,"02/27/2026 19:30",https://www.instagram.com/p/DVSVuRPlJgS/,"IG image",,Lifetime,108,49,2,0,0,0,0
18174533026385816,17841467003410365,3m.lounge,"3M Lounge","🎶✨ سهرة موسيقية و أجواء تونسية أصيلة ✨🎶
📍 في 3M Lounge – Den Den
🗓️ ليلة السبت 28 فيفري
🕗 بداية من الساعة الثامنة ليلاً
نغنيوا، نفرحوا و نعيشوا أجواء تونسية 100% 🇹🇳
لمة طيبة، موسيقى و طاقة إيجابية حتى آخر الليل 💃🕺
🎟️ الدخول مجاني
📞 للاستفسار: 20133482
#3MLounge
#3M_Lounge_DenDen
#سهرة_موسيقية
#أجواء_تونسية
#ليلة_السبت
خروج_في_تونس
DenDen
الدخول_مجاني
LiveMusic
AmbianceTunisienne
SoiréeTunisienne
WeekendVibes",0,"02/27/2026 05:11",https://www.instagram.com/p/DVQzexLDLVp/,"IG image",,Lifetime,201,92,3,0,0,0,0
18093556421288318,17841467003410365,3m.lounge,"3M Lounge","🎶✨ سهرة موسيقية و أجواء تونسية أصيلة ✨🎶
📍 في 3M Lounge – Den Den
🗓️ ليلة السبت 28 فيفري
🕗 بداية من الساعة الثامنة ليلاً
نغنيوا، نفرحوا و نعيشوا أجواء تونسية 100% 🇹🇳
لمة طيبة، موسيقى و طاقة إيجابية حتى آخر الليل 💃🕺
🎟️ الدخول مجاني
📞 للاستفسار: 20133482
#3MLounge
#3M_Lounge_DenDen
#سهرة_موسيقية
#أجواء_تونسية
#ليلة_السبت
خروج_في_تونس
DenDen
الدخول_مجاني
LiveMusic
AmbianceTunisienne
SoiréeTunisienne
WeekendVibes",30,"02/26/2026 15:05",https://www.instagram.com/reel/DVPShsmjLqn/,"IG reel",,Lifetime,425,234,4,0,0,0,0
18120866050582174,17841467003410365,3m.lounge,"3M Lounge","⁨	🌙 سهرية رمضان ما تكملش بلا Overdose! 🥜🔥
رمضان من غير سهرية ناقص، وسهرية  من غير جواجم ما تحلاش! 🤫
بنّة تكلّم روحها.. والتصويرة تحكي وحدها. 👀
#Overdose #Jawajim #SahriyaRamadan #Romdhan2026 #3M_Lounge #Denden #Manouba #جواجم #سهرية_رمضان #رمضان #دندان #TunisianVibes⁩",37,"02/25/2026 12:00",https://www.instagram.com/reel/DVMYq7-ghEq/,"IG reel",,Lifetime,652,2587,10,3,1,0,1
18065022368652000,17841467003410365,3m.lounge,"3M Lounge","سهرية رمضان ما تكملش بلا جواجم! 🌙🥜
 جواجم.. Overdose متاع 3M Lounge  بالجودة العالية،  بنّة فوق البنّة!
والي جرّب، يعرف على واش نحكيو. 🌙✨
#Overdose #Jawajim #SahriyaRamadan #Romdhan2026 #3M_Lounge #Denden #Manouba #جواجم #سهرية_رمضان #دندان",0,"02/21/2026 10:00",https://www.instagram.com/p/DVB3zwwiNax/,"IG image",,Lifetime,210,101,1,1,0,0,0
18015174692654058,17841467003410365,3m.lounge,"3M Lounge","⁨	السرّ الكل في البنّة! 😍
هذي موش أي كونافة، هذي حاجة Luxe وعلى أصولها. مخدومة بفنّ باش تعطيك الطعم الأصلي اللي يخليك ترجعلو ديما.
ما تحكيش برشا، خلي التصويرة تحكي وحدها.. والذواقة يعرفوا الثنية! 📍🏃‍♂️
#Kunefe #OriginalTaste #BennaLuxe #KunefeLovers #3M_Lounge #Denden #Manouba #TunisianFoodies #SurLaMouche #كونافة #بنة_تونسية #على_أصولها⁩",26,"02/21/2026 08:01",https://www.instagram.com/reel/DVBqFhHESpn/,"IG reel",,Lifetime,2296,11817,27,5,4,0,2
17927819823197921,17841467003410365,3m.lounge,"3M Lounge","🌙✨ سهرة رمضانية مميزة في 3M Lounge ✨🌙

موعدكم مع سهرة طربية أصيلة و أجواء رمضانية ساحرة 🎶
مع الفنان 🎤 عامر صويد

📅 ليلة السبت 21 فيفري
📍 3M Lounge – Den Den

🎟️ الدخول مجاني
⏳ Premier arrivé, premier servi

📞 Tel: 20133482

عيشوا سحر رمضان… و خلّي السهرة تحلى بحضوركم 🌙💫",0,"02/18/2026 15:52",https://www.instagram.com/p/DU6xskijGhj/,"IG image",,Lifetime,193,87,2,0,0,0,0
